0.9294083,-0.76823723,0.87095284,0.85987234,0.68101835,0.8997023,0.28185678,-0.7411117,0.82050896,0.83872175,-0.7947005,0.77623796
0.86824167,0.41550577,-0.73946977,0.8537109,0.6363969,0.0753386,0.6817486,0.7742486,0.758291,0.7422668,-0.19308096,0.8453224
0.86136675,-0.59733987,0.45374978,0.70716274,0.12952006,0.30283785,-0.6155554,0.41592336,-0.5836749,0.63258624,-0.68016654,-0.64851767
-0.35934073,-0.6491387,0.8176849,-0.6540245,-0.73343176,-0.9099403,0.40896583,-0.12753296,0.051884294,0.9362761,-0.8626621,0.81851935
-0.50894296,-0.6998426,0.56060743,-0.8321703,-0.80118257,-0.91616595,-0.24263746,-0.5525917,-0.6920098,0.6569979,-0.75703007,0.24449992
-0.5352351,-0.6433379,0.5683663,-0.7557383,-0.45910788,-0.844349,-0.14440507,-0.3679304,-0.64126986,0.3065703,-0.42950726,0.23608911
-0.67273587,-0.24387068,0.3659706,-0.7684175,-0.410851,-0.91749936,0.10208273,-0.3304444,-0.00038009882,-0.3607396,0.22568619,0.13010478
-0.32396376,0.010494113,0.34056866,-0.70477057,-0.2734444,-0.86006814,0.063776135,-0.36143827,0.29516423,-0.4029557,0.13111281,0.14463091
-0.33384323,0.1687001,-0.24236542,-0.6906449,-0.37788427,-0.8093109,0.13253939,-0.6067285,0.38639557,-0.03386563,-0.23764926,0.60313594
0.16832852,0.33902562,-0.45164734,-0.6762605,-0.6145225,-0.851803,-0.43434262,-0.69496745,0.25437665,0.08072162,-0.40553582,0.7627301
-0.76468325,0.8454323,-0.68456477,-0.8265186,-0.39484245,-0.9552905,0.2767439,-0.61491656,0.7944238,-0.48479372,-0.68842614,0.78310895
-0.4391293,0.8522512,-0.38691682,-0.9084679,-0.15130645,-0.8841199,0.59704304,-0.6658148,0.84020877,-0.8766558,-0.72478974,0.76499486
0.12019122,0.4888928,-0.60798216,-0.8058061,-0.080985904,-0.9037978,0.86274886,-0.019853652,-0.46173388,-0.62215745,-0.3166256,0.8032751
0.71877575,0.3521402,-0.5781947,-0.7307249,0.6398084,-0.9310757,0.9353483,0.37108016,0.20304227,-0.8113599,-0.4733057,0.75356364
0.9342935,0.0058603287,-0.30934316,-0.17512882,0.8666611,-0.93381524,0.94222665,0.6280906,0.78175783,-0.82170343,-0.52569443,0.6366639
0.92349446,-0.6752133,0.76113296,-0.24167573,0.8248211,-0.93761307,0.863904,0.58691597,0.7662536,-0.6811335,-0.8137608,0.64383566
0.40272784,-0.1863187,0.5266299,-0.4377538,0.32826722,-0.8377459,0.70061517,0.7261207,0.8643558,-0.59993523,-0.8566471,0.3401122
0.36651027,0.06609714,0.23115158,-0.5512802,0.38765478,-0.9026634,0.71943355,0.77850103,0.75443006,-0.34372354,-0.71493,0.51189137
-0.7070676,0.87737024,-0.15757209,-0.8794371,-0.45566642,-0.8901578,0.578681,0.39998877,0.7173343,0.1415844,-0.86394197,0.4846908
-0.69259095,0.7214799,-0.4212299,-0.8984391,0.03988695,-0.89510524,0.77095103,0.54036283,0.74549353,0.40274167,-0.7997653,0.4400072
-0.36277986,-0.0002783537,-0.24035162,-0.26699066,0.74890554,-0.68761444,0.91834867,0.605381,0.9205773,-0.15087593,-0.36796844,0.069545865
-0.0991739,-0.34822452,-0.5119902,0.16744065,0.7214953,-0.8622215,0.96912384,0.63396466,0.93362856,-0.3634472,-0.108260155,-0.18358809
0.9489368,-0.68062156,0.87030673,0.93940926,0.6539321,0.40351737,0.9377353,0.2710744,0.7062228,-0.93441087,-0.17132425,-0.7103183
-0.9841669,0.9717462,-0.95789796,-0.97395283,-0.9594767,-0.9438643,0.9570911,0.6948478,0.95007205,-0.6974088,-0.5292459,0.93628776
-0.74487704,0.7364185,-0.41844785,-0.66738206,-0.9380002,-0.92000747,0.94232607,0.8567264,0.912328,-0.84782505,-0.5966597,0.9532628
-0.88987625,0.8532307,-0.44792068,-0.8958034,-0.93731743,-0.9201331,0.8632581,0.87637067,0.920349,-0.9396508,-0.681177,0.94693327
-0.95889163,0.9179826,-0.91030943,-0.97171795,-0.96944445,-0.9609407,0.5372374,0.27669692,0.9513042,-0.93495136,-0.68105274,0.92644024
-0.98044723,0.9376321,-0.944926,-0.9569341,-0.9662244,-0.9776966,-0.93667597,-0.6623167,0.965683,-0.15757686,-0.8621656,0.9410025
-0.93671876,0.965628,-0.96613383,-0.97539496,-0.9754025,-0.97339094,-0.50745887,-0.92965484,0.98789024,-0.81324106,-0.97976005,-0.26224196
-0.8398569,0.95170856,-0.9733186,-0.96194583,-0.982131,-0.9763644,-0.88111085,-0.989479,0.99049675,0.25256395,-0.96357447,-0.050901294
-0.18886614,0.89424753,-0.6306242,-0.9668768,-0.9573367,-0.9906755,-0.2736919,-0.9926867,0.9975078,-0.6533674,-0.98890555,-0.15119654
0.08934903,0.95896673,-0.79009324,-0.81931716,-0.8438943,-0.9789871,-0.007727623,-0.98466593,0.9971285,0.54596114,-0.9911355,-0.6644183
0.13373113,0.953707,0.46205318,-0.56201243,-0.93783987,-0.894629,0.3558371,-0.9681152,0.9954417,0.6704575,-0.99347955,0.4478469
0.33537388,0.97909343,0.92218006,-0.7775734,-0.9558579,-0.83908236,0.7724047,-0.99250937,0.99799395,0.45914853,-0.99701715,-0.71701854
0.69409204,0.9573915,0.98802435,0.054173708,-0.88646406,0.32396507,0.8422339,-0.9918694,0.99091387,-0.56099784,-0.98968095,-0.1429224
-0.51422364,0.9827838,0.9558239,-0.7465265,-0.9804544,-0.7556962,0.92919683,-0.98340833,0.99156237,-0.8751797,-0.97679085,0.8394332
-0.62866557,0.9861009,0.9613316,-0.88628125,-0.984685,-0.689884,0.9132199,-0.9867046,0.9911072,-0.89956355,-0.9839721,0.8309579
-0.69519645,0.99214745,0.960937,-0.95451045,-0.9822146,-0.9467093,0.8992369,-0.99304587,0.9937105,-0.85453874,-0.9805761,0.9076586
-0.9104792,0.99161124,0.8476801,-0.9049462,-0.981567,-0.9533462,0.47981656,-0.9779205,0.99684525,-0.88536197,-0.98894495,0.96684575
-0.98922956,0.9932599,0.9408488,-0.9868909,-0.9668699,-0.99492425,-0.47681165,-0.9962176,0.99674296,-0.8836592,-0.9960479,0.88889647
-0.9988081,0.99730253,0.9272342,-0.99796104,-0.9854188,-0.9960899,-0.82396495,-0.9964533,0.9985173,-0.94409406,-0.99766856,0.95901465
