-0.9999839,-0.83339494,-0.9893797,0.99986506
-0.9928119,0.7671554,1.0,1.0
-0.9441546,0.9991777,1.0,1.0
-0.9999906,0.75165224,1.0,1.0
-0.99999493,-0.20915884,1.0,0.99999857
-0.99944586,0.99508834,0.9999988,1.0
-0.97420764,0.99846077,0.99242544,0.9999993
0.4879315,0.99988127,0.99859357,0.9999988
0.9787557,-0.9319668,0.99997663,0.99999976
0.7411685,0.8148285,0.99987245,0.9999994
0.071406364,0.05792439,0.999851,0.9999993
0.6832204,-0.4189852,0.9999176,0.99999964
0.9125886,-0.7543893,0.9998709,0.9999987
0.95637345,-0.9638033,0.99994683,0.99999917
0.875728,-0.998491,0.9999819,0.99999964
0.8166671,-0.9995716,0.99998105,0.99999976
0.6136589,-0.9997011,0.9999771,0.9999994
-0.32890564,-0.9997651,0.9999585,0.9999974
-0.9774507,-0.99991614,0.99994946,0.99975944
-0.9999371,-0.99999666,0.9999976,0.9491792
-0.9999988,-0.9999669,0.99999976,-0.8111907
-0.9999668,-0.9998683,0.9999964,-0.85074276
-0.9999526,-0.9997112,0.9997182,-0.9960777
-0.99999803,-0.3220154,-0.99999744,-1.0
-0.99994284,0.44509685,0.997244,-0.9999823
-0.9999963,0.99999905,0.99999905,-0.9954417
-0.9999994,0.9999994,0.9992418,-1.0
-0.99999964,0.9998629,0.99954474,-1.0
-1.0,-0.99990517,0.9687203,-0.99546546
0.9999945,-0.9999982,-0.9999288,0.086725354
0.9938941,-1.0,-0.99997145,-0.97637326
-0.9999986,-0.99999774,0.99983597,-0.99978054
0.9999888,-0.99999833,-0.9999993,-0.99996454
0.999969,-0.9999976,-0.9997712,-1.0
0.8596952,-0.9999988,-0.9999933,-1.0
-0.9999862,-1.0,-0.9999997,-1.0
-0.99999964,-1.0,-0.9999991,-1.0
-0.9999731,-0.99999213,-0.99999726,-0.9999941
-0.9850805,0.73633313,-0.9999006,-0.9999677
0.06969476,0.9999738,0.9897287,-0.9998818
-0.58207077,0.99999285,0.9948498,0.99988854
