-0.4809668,0.9192406,-0.7792707,0.07246947
-0.9496163,0.19793236,-0.90017414,-0.029857159
-0.9258759,-0.8087991,-0.75696903,0.5236609
0.67788744,0.703138,0.28277743,0.7824786
0.14489353,0.34017777,0.6811924,0.3481847
0.8367348,0.5667672,0.5607141,0.6944767
-0.033138454,0.7930074,-0.61857367,0.25825608
0.5020268,0.62514806,-0.95201755,-0.58044314
-0.9110303,-0.93766904,-0.77195823,-0.8332758
-0.90925723,-0.7109235,-0.90807605,-0.76417184
0.9016712,0.8359616,-0.54368335,0.2568128
0.6365868,0.46391702,0.43290865,0.46277153
0.9124087,0.8337078,0.7381089,0.6533866
-0.78209555,-0.86875784,0.49405038,0.9016104
-0.27867186,-0.39164263,0.8103566,0.8148694
0.6784866,0.8712101,0.8650969,0.72435534
-0.48729122,0.0872066,0.88687706,0.72775674
-0.5537625,-0.755601,0.83802795,0.89054084
-0.8924458,-0.94004154,0.7460667,0.8674071
-0.9619434,-0.9122984,0.8171427,-0.07856512
-0.9717613,-0.8142364,0.83927417,-0.887071
-0.9207114,0.4958229,0.85398006,-0.8084536
-0.96843415,-0.114831686,0.51587236,-0.9400399
-0.95802087,-0.094581604,-0.9805458,-0.9428669
-0.98420376,-0.9745503,0.14466941,-0.5097639
-0.7927198,0.7533908,0.6975981,-0.5980743
-0.8617297,0.83000875,0.9129771,-0.61583143
-0.92372197,0.9066957,0.7793356,-0.83282435
-0.897052,0.8687675,0.5363791,-0.5892009
-0.5392175,-0.66416883,0.8853636,-0.36448556
0.89459395,-0.8382748,-0.39109522,0.0018640757
0.96151924,-0.8317674,0.8984693,-0.39981818
0.95750165,-0.88974005,0.5891018,-0.9434573
0.9135324,0.4457481,-0.7432665,-0.91240543
-0.79905516,0.893265,-0.88492095,-0.9469808
-0.9815111,0.91799974,-0.7509235,-0.9611259
-0.98662484,0.9721643,-0.91149765,-0.9786897
-0.98333913,0.97729063,-0.93477374,-0.98363143
-0.9414473,0.959183,0.97470593,-0.98048073
0.67788386,0.9715719,0.99164474,-0.9909917
0.8055773,0.9710648,0.9933392,-0.9636143
